hotel_name,rating,title,content
"The Press Hotel, Autograph Collection",5,24 Hrs in Portland,"Found The Press Hotel when searching Trip Advisor and we were thankful. What a nice surprise finding this architectural gem. We were looking for a property centrally located with amenities. Lucky us, The Press was the solution. The one night weekend rate was way under the rack rate - considerably. The service was top notch from the valet, bellman, and... More"
"The Press Hotel, Autograph Collection",5,"Perfect location, friendly staff","Hip, but not too hip. Staff super friendly and knowledgeable. Absolutely perfect location for walking around Portland. Rooms nicely appointed, if a touch small (few drawers for clothes) big bathrooms. Restaurant solid and bar good too. Really excellent little boutique-feeling hotel."
ARIA Resort Casino,4,Just one year later - just wanted to add,"It's been a year since I was there and reviewed the place. Since then they added some things in the room. Like a main console to not only control your room temp, drapes, lights, etc but you could also order food! Room service or take away. The latter is food from FB outlets in the hotel and you self collect... More"
ARIA Resort Casino,4,Best Resort So Far,"Really enjoyed Aria Resort and Casino. Not too big, not too small. Beautiful rooms, great restaurants and pool. Staff is excellent. Would recommend this venue to my friends and family. The Aria Cafe has the best burgers and loaded tater tots I've ever had."
ARIA Resort Casino,5,Beautiful hotel,"This was our second stay at ARia. We booked during a promotion which was going to give us an upgrade to a strip view. Unfortunately, we were only able to see a little part of the strip, but who could argue, a strip view it was. Check in/ check out was fast, in spite of a moderate long lineup. We... More"
ARIA Resort Casino,4,A HEARTY VACATION,"The Aria was great. Great food and drink. Carbone was delish, a bit overpriced. Amenities at Aria the best. Life was exciting after dark in the casino. Loved the atmosphere. Will be coming back real soon"
ARIA Resort Casino,5,Best Las Vegas Hotel,"4th stay at Aria. It never disappoints. Food, cleanliness, hotel staff, atmosphere cannot be beat. My next stay in Vegas will be my 5th stay at Aria. Try the Bardot Restaurant for wonderful French cuisine."
ARIA Resort Casino,1,Do not go to Liquid pool club,Me and my 3 girlfriends went here. Bouncer was extremely rude to my friend who had sunglasses on and accused her of being drunk and barely let her into the club even though she didn't have anything to drink the whole day. Eventually we got in and paid cover but the pool closed 2 hours early. We still had an... More
ARIA Resort Casino,5,Best hotel on the Strip!,"We came for a weekend getaway with friends and our third time at the Aria. We have tried other properties and just feel the Aria is the best-- perfect location, incredible restaurants, wonderful pool and fitness areas... And don't forget the smell when you enter the lobby-- I'm pretty convinced that's what Heaven smells like!"
ARIA Resort Casino,4,"Beautiful hotel but very, very busy","We had a beautiful suite in the tower with private check in, entrance and limo pick up. Everything you would expect from a five star hotel. The comfort of our room was wonderful and we enjoyed our stay completely. The only negative was that it was so overcrowded everywhere... I know it's Las Vegas but Aria has many, many rooms... More"
ARIA Resort Casino,4,Great New Hotel,I stayed here for a weekend with friends. This is a great hotel that I rate as a solid 4 stars. The hotel is new and part of the city center development along with the Vdara and Mandarin Oriental hotels. It is attached to a mall with high-end shopping and very central. The rooms are very nice although I thought... More
ARIA Resort Casino,5,But do it right,I rarely if ever give a five star and I am not a fan of Vegas. This place was exquisite and the perfect place for a romantic getaway. You never have to leave the hotel area. Forgetting Las Vegas for a moment if you can avoid losing your retirement pay at the casino and just gamble for entertainment then I... More
ARIA Resort Casino,4,Up Scale and not as busy as other strip hotels,We had a standard room with a minor view of the strip. The room was perfect. Temperature just right and clean as a whistle and fully atuomated. When we opened our door the room lit up and the drapes opened automatically. I suggest you just leave the control in the auto position because the room will do all the start... More
ARIA Resort Casino,5,The best in Vegas!,"The rooms are luxurious, the staff are very accommodating, and the casino is not overly crowded. Best of all, the beds are insanely comfy!! The best stay we've had in all the times we've been to Vegas. We will always stay here from now on."
ARIA Resort Casino,5,"Great view, location and room",We stayed for 3 nights and had a room with a great view of the strip on the 25th floor. Rooms are lovely with a tablet to control all functions. Everything is pricey here but that's to be expected from the strip!
ARIA Resort Casino,4,One of the cleanest hotels in Vegas.....,"I went to Vegas with a girlfriend and we stayed in a standard room with 2 queen beds. Beds were comfy, I wouldn't pay more for a strip view unless that's important for you - we had a gorgeous mountain view to enjoy which was a nice break from the strip. We walked through most of the hotels and casinos... More"
ARIA Resort Casino,5,Return to Paradise!,"This resort is worth every one of its five diamonds! Stunning service with kindness, support and upgrades when any question came up. Ex. When I called the operator to find out the opening time of Jean Phillipe, she said, they opened 30 minutes ago, Mr. G---, they are waiting for you...--absolute magic."
ARIA Resort Casino,5,Loved this place!,Staff were exceptionally friendly throughout the resort and the room was beautiful and very comfortable - felt like I was in a 5 star resort. Pools were gorgeous but found the restaurants were a little overpriced for me.
ARIA Resort Casino,5,Fabulous High Tech Hotel,Great location and facility. I did the mobile check in which was fast and easy. And I also did the TV check out. Which was just as easy. I loved the high tech rooms. And the bed was comfy. I also enjoyed the casino. and the slot machines. Will stay again.
